ID,y
1,78.90924
2,92.80485
3,79.83618
4,80.70202
5,110.214424
8,92.165306
10,111.19456
11,93.357834
12,115.03908
14,93.127785
15,115.17556
16,103.79699
17,93.7077
19,94.57144
20,104.19713
21,95.17726
22,115.20849
23,93.7077
26,93.87406
28,93.7961
29,93.7077
33,93.7077
35,93.90288
41,93.73316
42,92.81302
43,115.08177
45,102.01222
46,102.6233
51,93.2892
53,79.17013
55,110.96834
56,93.36888
57,102.77434
58,95.247665
59,102.77941
63,110.21095
64,94.55967
65,103.326775
69,94.16831
71,93.4821
72,102.91047
73,93.50689
76,102.77941
77,103.15318
78,114.24596
82,94.354706
83,103.326775
84,93.66622
85,102.66119
87,110.46304
88,93.73316
89,110.1506
91,92.3386
93,94.29952
94,103.812355
95,92.76371
96,110.13836
97,92.36291
98,111.21626
99,92.37932
101,103.73833
103,110.1506
104,93.55573
105,110.6027
110,93.84206
111,110.293594
113,111.15644
114,92.115456
115,109.91277
117,110.1506
120,93.24746
121,112.29885
122,91.74092
123,111.35632
126,110.56217
132,111.31064
135,105.26356
137,103.34728
138,94.424355
140,93.68349
142,110.62137
144,110.840454
148,92.66834
149,111.46345
155,92.380615
156,111.0102
157,92.910065
162,111.17952
163,95.523415
167,92.437065
172,115.27402
179,111.34814
180,92.49246
181,110.236916
182,94.62064
183,110.34284
185,110.34284
187,111.05991
188,93.91002
189,92.62451
191,93.33635
192,110.85546
193,94.15933
194,110.441376
195,93.591774
196,109.916016
198,95.36857
199,110.51847
201,104.0374
204,94.6166
205,103.41817
206,93.81741
210,93.894295
211,103.45631
216,110.309166
219,115.23132
220,93.49006
221,110.82787
226,110.05249
227,94.457115
228,110.226944
230,110.25987
231,92.37073
235,115.42619
236,93.39231
238,110.99776
242,103.21039
243,93.4134
244,79.414154
245,110.627
247,111.86288
248,92.12978
249,92.59252
250,110.43283
251,93.39231
253,115.42619
254,92.20891
256,93.79763
257,92.21347
258,110.92629
259,92.98639
262,80.89795
266,92.98393
267,111.07597
272,103.013306
273,110.15842
275,91.84664
276,111.15398
279,93.50525
280,103.51902
283,92.92816
285,111.432556
288,110.15842
289,93.740944
290,103.87186
291,94.11634
292,110.64858
293,111.04329
296,91.73755
297,110.38039
298,114.769684
299,94.362526
304,93.60888
305,91.59626
306,93.0019
307,110.51873
311,107.17448
313,110.46547
314,92.994995
316,93.713135
324,94.13728
327,95.091286
329,93.24142
330,110.70822
337,103.92725
338,94.89695
339,104.210594
340,93.65451
343,92.46518
345,115.393265
346,92.34432
347,110.95349
349,110.60704
350,91.86332
352,111.21024
353,92.217834
354,79.85144
357,93.420784
358,111.16058
362,110.291626
364,117.3783
365,103.677895
366,93.613365
367,110.74633
368,94.4651
370,79.75583
373,95.261505
377,93.544975
378,110.32255
382,103.010605
384,110.55573
390,93.430954
392,110.6647
393,111.95516
395,94.86995
396,105.54364
399,79.34023
406,110.46547
408,110.46547
409,93.23049
410,79.18408
412,111.39075
413,91.87411
419,93.10359
420,110.69841
421,92.26566
430,103.61152
434,93.9292
436,94.51113
437,93.613266
438,91.84807
439,110.662834
440,93.584755
443,111.11075
446,94.3296
448,94.950874
452,94.201
453,103.21368
457,104.0374
458,93.46836
459,112.88626
460,102.86227
462,103.434425
464,102.70166
465,115.06696
467,114.38975
471,111.08765
472,79.095406
473,91.79919
475,94.432175
480,94.167725
488,109.70721
490,110.51873
491,103.22131
492,79.76469
493,93.40646
497,92.36932
498,111.11867
499,94.390785
500,101.98329
501,93.89627
502,111.07597
506,79.40773
510,109.55998
511,92.55747
512,93.12452
516,91.79058
518,92.59958
519,111.88981
521,92.242615
522,111.28762
526,110.8133
529,93.65634
532,110.76162
533,93.853455
536,110.926834
537,101.037895
539,94.31528
540,103.25424
541,93.60283
543,93.31209
546,111.1089
547,93.09613
548,79.75647
551,92.8199
552,103.1068
556,102.869804
557,94.744125
558,110.74633
559,94.370316
560,103.43934
562,103.23945
566,93.865105
570,111.11867
571,93.613266
572,103.51902
573,94.0687
575,115.06696
576,110.55374
577,92.36728
579,91.79316
580,110.98642
581,112.12319
589,110.51873
591,102.95905
593,94.30551
594,102.57996
595,94.185555
598,92.482544
602,111.07597
604,110.84235
606,107.71244
608,93.43541
609,103.29195
610,93.82137
616,112.028595
617,93.6772
618,103.163574
620,103.36143
622,111.094
623,92.199165
624,110.58891
626,110.55063
628,110.926796
629,92.671
630,110.58866
637,94.42979
638,103.49643
643,93.1818
645,94.167725
646,113.44962
648,94.680984
652,93.865105
653,93.46836
654,111.11867
656,110.77962
657,94.35193
659,94.07005
660,103.29829
663,93.04268
664,110.75239
666,103.24913
668,109.97857
669,93.2195
671,94.46481
675,92.6416
677,93.31741
678,110.627
679,104.03992
682,93.39105
685,103.39673
687,94.28982
688,94.18849
693,111.8888
696,95.01079
698,93.13121
701,93.348206
704,103.38009
705,114.826584
709,111.22852
710,92.72512
711,103.35398
712,94.28188
714,110.57838
715,92.65301
716,110.49327
717,94.15296
720,115.367805
721,93.63968
724,101.68111
725,93.31271
726,110.58884
728,110.777504
731,93.41769
734,103.3689
738,94.16908
745,111.42955
746,92.15019
751,79.42226
754,92.51937
756,93.41381
758,93.650444
759,110.60472
761,115.78483
766,94.15236
767,111.60285
768,91.88714
769,111.00123
770,93.866844
771,79.73923
772,103.1134
773,92.38416
774,111.09321
776,110.53027
777,94.61487
780,115.9728
782,103.50832
787,103.07962
788,94.574265
792,92.12082
793,111.21671
798,93.69022
800,91.79576
806,110.92554
809,110.881775
811,111.192375
812,92.16623
814,115.15422
816,103.43753
817,94.77712
818,107.324005
820,110.151855
823,93.49702
829,91.74085
830,111.335304
831,91.77594
834,111.11836
839,93.98187
841,81.75046
844,103.69875
845,93.82139
848,93.69614
850,95.57463
851,103.346924
852,93.74389
854,93.02268
855,95.516525
856,102.96278
859,102.91219
861,111.205925
864,93.27072
865,110.75196
866,93.16242
867,92.429886
869,94.59006
871,92.08618
872,110.92554
882,103.160385
883,93.86864
885,94.77712
888,94.47938
893,110.788086
901,110.810974
903,103.62812
904,93.794304
905,103.496376
910,94.588715
911,110.63756
914,111.02844
918,111.06361
921,91.79576
928,93.28889
929,103.30568
932,94.00272
933,103.22938
934,94.588715
935,111.11865
937,81.11673
939,94.62151
940,102.926
941,93.73084
942,103.535904
943,93.594925
944,103.27275
947,110.92554
949,111.01021
951,110.439964
952,94.81233
953,103.62812
954,79.66645
957,110.99547
959,91.92123
960,113.58421
963,115.15422
965,110.92554
967,103.40271
971,93.72275
972,79.83975
973,93.747086
974,111.371635
975,94.255325
978,117.86868
980,110.77684
981,93.72826
984,111.905266
986,94.588715
988,92.14686
989,110.933914
990,102.778854
992,110.810974
996,93.625626
999,110.37786
1000,94.07911
1001,110.75196
1002,92.53905
1003,110.96254
1004,91.82869
1008,110.70927
1009,94.33784
1010,104.20006
1012,113.39331
1013,93.300125
1014,110.368034
1015,92.59129
1016,115.06541
1019,92.57229
1020,110.214134
1021,94.588715
1022,103.525734
1024,94.588715
1025,80.34819
1027,94.368774
1028,103.365715
1029,93.25568
1030,92.87735
1033,111.44581
1036,92.96439
1037,110.8822
1038,93.406525
1042,94.62151
1043,102.48957
1044,93.60951
1045,111.193985
1047,113.0504
1050,93.237206
1051,110.92554
1054,93.4078
1056,93.72826
1057,93.85432
1059,94.01862
1062,103.33777
1063,103.547844
1064,93.72826
1066,92.48256
1070,103.28947
1076,111.16106
1077,103.22542
1078,111.41937
1080,110.958466
1082,111.06292
1083,94.10159
1089,110.19268
1091,94.04275
1093,94.12182
1097,93.813675
1099,92.13329
1101,94.152084
1103,93.80996
1104,110.83153
1106,109.6453
1109,92.469826
1110,110.6784
1111,92.4177
1112,110.325516
1114,93.39908
1116,92.62523
1117,110.63584
1120,92.7886
1124,110.60008
1125,91.84975
1126,110.76634
1134,111.789894
1137,92.88766
1138,111.716805
1144,111.173164
1145,94.52044
1146,93.32988
1148,94.49422
1150,93.45867
1152,103.94638
1153,94.78458
1154,103.8248
1155,94.561
1157,93.01023
1162,94.999916
1165,111.448044
1166,93.78302
1167,103.959175
1168,94.952934
1169,103.290596
1171,115.89185
1172,95.78503
1173,103.290596
1174,93.406456
1176,95.60077
1177,103.94895
1178,93.738625
1182,111.61779
1186,94.952934
1187,111.93013
1188,93.09116
1189,115.57532
1191,104.06899
1192,94.999916
1197,111.38178
1198,93.85491
1200,80.203835
1201,94.26315
1203,94.67274
1209,115.53262
1214,103.738754
1218,111.05391
1222,93.378624
1226,94.2916
1228,93.99082
1230,94.16842
1232,80.348816
1233,98.05184
1236,113.67147
1238,93.57423
1241,111.30394
1244,104.823006
1246,93.55627
1247,111.415115
1250,111.71964
1251,92.85043
1254,111.27802
1255,93.394035
1256,111.423874
1257,92.85971
1258,93.86529
1259,111.30394
1260,94.88805
1263,111.30394
1267,80.28754
1268,110.520294
1271,94.70609
1272,111.16649
1274,104.83551
1275,94.999916
1276,111.30394
1277,93.59018
1279,93.460655
1281,93.66669
1282,93.09116
1283,111.47452
1285,110.79221
1286,93.01843
1289,111.53946
1296,111.86908
1299,93.58945
1301,94.00403
1306,93.33079
1307,93.745834
1308,94.315
1313,111.30394
1314,95.15217
1315,111.49343
1316,94.22739
1317,111.25068
1319,93.98237
1323,94.952934
1324,103.99056
1325,94.10115
1328,103.70954
1329,94.30886
1330,111.58433
1331,92.95482
1332,103.544304
1337,94.52748
1338,111.07127
1339,92.74126
1340,111.17448
1343,111.3743
1347,103.76958
1348,93.84057
1349,104.00121
1352,93.486115
1354,96.06821
1359,111.58559
1360,94.99258
1363,111.27614
1364,94.49672
1365,104.21479
1366,94.43849
1372,95.08325
1375,103.5614
1376,94.406
1378,92.517685
1379,111.297775
1380,94.99258
1381,103.316055
1384,111.49123
1387,93.61491
1388,111.18875
1392,80.101524
1394,103.48782
1395,95.158875
1396,111.27614
1398,94.26167
1399,111.27614
1400,93.038376
1401,94.03869
1403,93.84057
1404,111.22782
1406,111.27614
1407,94.38739
1408,111.3294
1410,80.161064
1412,111.3294
1413,95.14027
1415,95.17763
1420,111.3294
1422,111.07937
1423,108.8887
1424,111.3294
1425,94.83933
1426,80.161064
1427,94.846016
1429,93.09154
1430,111.60002
1431,95.95131
1432,103.31512
1434,111.29114
1437,95.125946
1438,104.63074
1440,111.27259
1441,111.11313
1442,93.9119
1444,111.52603
1445,95.294525
1446,104.102615
1448,93.45506
1453,93.92568
1454,111.3294
1455,95.173195
1456,111.689865
1458,111.3294
1459,93.61564
1461,93.49946
1465,93.61491
1466,111.161545
1469,94.97839
1472,93.92568
1474,94.37307
1477,111.35056
1479,110.63748
1482,94.03237
1483,81.74609
1487,94.78682
1488,111.60979
1490,111.76573
1492,110.88312
1494,115.471245
1496,102.838615
1497,94.77211
1499,95.43963
1502,93.437515
1507,111.422745
1508,93.486115
1509,110.63748
1511,92.66677
1512,110.95666
1513,115.65674
1514,103.82595
1518,111.8826
1519,92.57873
1522,111.56492
1524,80.165764
1527,93.9119
1529,93.367775
1532,104.06031
1536,111.440575
1537,115.55808
1539,104.91575
1542,111.233444
1543,94.406
1544,104.04
1545,80.52854
1550,94.42032
1551,110.61202
1554,104.64094
1556,104.102615
1559,93.17174
1560,80.243614
1562,94.64562
1566,92.57873
1567,111.808426
1569,103.61247
1570,111.470535
1571,111.56492
1574,93.486115
1578,104.06491
1580,93.51861
1583,111.39463
1584,93.486115
1585,110.96026
1586,94.56002
1587,111.3664
1588,92.48619
1590,115.65674
1592,103.51768
1596,110.97154
1598,111.063835
1599,94.37307
1604,117.59464
1606,103.53186
1607,95.14027
1608,103.1601
1609,115.91731
1611,94.249565
1613,94.98636
1616,95.184
1619,111.37978
1620,93.040794
1621,111.808426
1622,93.56657
1625,111.214836
1627,115.91731
1629,110.60898
1634,94.70471
1636,93.32534
1638,103.88473
1639,94.10759
1641,94.846016
1643,95.125946
1644,102.98697
1645,115.60078
1646,93.923996
1647,104.64094
1648,94.61041
1652,93.51861
1653,111.7328
1656,92.76809
1658,94.37307
1659,111.39641
1661,94.28443
1663,95.14027
1664,111.005745
1665,94.86505
1666,104.102615
1667,102.82086
1668,80.68425
1669,103.005196
1670,95.125946
1672,111.440575
1674,110.7719
1677,111.60979
1678,92.51223
1679,111.39933
1680,94.56183
1683,103.70954
1686,103.72182
1687,111.265305
1689,111.557
1690,93.73254
1691,115.884384
1692,111.662
1693,93.486115
1695,93.78889
1696,93.92568
1697,111.51889
1700,104.102615
1701,94.73869
1702,111.39933
1703,92.83729
1704,111.41407
1706,95.2112
1707,112.30913
1708,94.444725
1710,94.95189
1711,103.86731
1713,103.71614
1717,103.63392
1719,104.06491
1720,94.38739
1722,94.14748
1725,103.52155
1726,94.259315
1727,103.555954
1729,111.39974
1730,93.51861
1731,111.67575
1733,104.102615
1734,94.32417
1735,111.07937
1738,94.98636
1742,93.51044
1745,110.7719
1747,94.72451
1749,95.105446
1751,94.39482
1752,80.79844
1753,102.80757
1754,94.48997
1755,95.24284
1756,104.066
1758,111.48969
1759,95.173195
1760,104.691765
1761,111.232086
1762,93.64857
1763,111.04877
1764,91.02209
1766,95.932556
1768,94.27443
1769,81.10093
1771,111.50981
1772,93.87534
1773,103.86731
1774,95.06263
1775,111.56709
1777,111.44862
1779,95.173195
1780,104.492836
1787,92.83729
1788,93.75588
1790,94.743744
1796,110.30754
1801,92.11033
1803,93.1223
1807,110.01599
1809,110.18153
1812,92.63676
1813,110.150505
1814,93.03274
1815,109.5396
1816,93.18569
1818,91.78755
1820,92.62474
1821,112.268616
1822,93.9403
1825,92.07391
1826,102.68166
1828,93.25908
1831,102.56948
1836,110.13227
1837,92.39409
1841,93.18742
1844,102.14968
1848,92.58198
1851,103.7301
1852,93.642555
1853,91.36704
1854,110.486
1856,93.057785
1859,110.46815
1860,93.42477
1861,79.74199
1863,102.58393
1865,93.09688
1866,103.609535
1867,93.97323
1868,91.6256
1872,93.795456
1879,94.523895
1880,103.41829
1882,93.46063
1885,103.31937
1887,103.41829
1888,94.57184
1890,111.12679
1894,94.59618
1895,103.207
1896,94.13017
1897,110.79789
1900,110.50765
1901,92.78156
1902,110.91921
1905,92.74231
1906,110.946915
1912,103.64181
1915,93.97172
1916,103.461624
1917,94.23071
1918,103.477135
1920,79.55504
1923,93.37887
1924,102.837364
1925,94.1942
1930,115.52714
1932,110.88596
1933,93.64724
1934,111.591965
1935,92.85941
1940,79.77089
1941,93.2464
1942,110.72295
1943,93.62828
1944,92.59097
1945,109.77346
1948,115.16791
1949,93.25839
1952,93.876236
1954,93.09594
1955,110.939224
1958,94.050095
1959,80.10854
1960,110.65859
1963,94.85267
1965,93.51839
1968,103.29519
1969,94.106544
1971,94.85267
1972,111.281845
1973,92.16251
1975,92.421074
1977,93.911095
1978,93.79522
1979,111.20985
1981,92.421074
1982,111.226425
1987,110.975136
1988,92.18855
1993,93.93768
1997,93.412796
1999,94.13109
2001,94.59618
2002,112.77747
2003,93.02579
2004,79.935745
2006,110.75588
2007,94.02923
2009,104.28288
2010,93.7573
2013,94.75022
2018,80.41566
2022,103.47872
2024,110.04568
2025,95.37208
2026,103.88779
2030,104.51578
2031,93.62139
2032,103.64181
2033,93.89518
2035,93.27659
2036,111.20985
2037,92.18134
2040,94.41998
2043,111.81633
2044,104.33792
2046,102.43829
2054,111.5826
2055,94.14338
2056,104.10266
2059,92.46646
2060,92.78156
2062,92.39564
2063,110.20599
2066,94.59618
2067,111.17966
2072,93.10195
2073,110.80898
2074,93.30302
2075,111.140465
2076,93.22752
2080,93.23313
2082,92.78156
2085,110.85386
2087,110.54937
2091,111.3595
2092,94.73577
2093,104.10266
2098,94.02481
2101,110.65859
2102,92.567535
2103,79.77089
2105,104.28459
2106,94.4892
2107,110.85386
2110,94.30194
2114,94.252785
2115,110.72295
2117,79.65492
2118,94.38586
2119,103.47514
2120,94.02851
2122,93.22783
2123,111.253075
2126,94.85267
2127,103.2431
2128,93.997215
2129,111.36426
2132,94.04283
2135,103.71244
2138,94.09835
2139,115.52714
2141,110.202866
2142,93.683655
2146,94.69308
2151,111.10394
2157,103.60969
2159,111.30757
2162,94.37123
2164,115.852844
2167,92.458855
2168,110.31468
2171,93.37198
2173,94.71031
2174,103.42732
2175,93.291435
2178,94.16035
2180,94.72266
2185,111.18221
2189,91.94822
2190,111.1542
2192,103.10592
2194,111.41678
2200,111.045235
2201,92.80025
2203,110.901886
2204,92.99142
2205,111.44261
2209,108.16782
2213,102.795616
2214,92.92142
2215,111.245834
2216,92.94374
2218,93.20046
2219,103.5339
2220,94.57694
2222,91.84323
2223,111.10535
2225,111.782524
2226,92.70877
2230,93.92781
2233,110.71901
2234,111.03266
2235,92.99142
2236,80.2279
2237,93.63261
2240,112.526985
2241,94.08697
2248,103.79916
2249,94.56261
2250,110.37779
2252,111.10659
2253,92.92867
2254,111.0268
2256,79.82876
2258,93.59219
2259,110.774475
2262,94.72266
2265,94.56249
2266,103.984764
2269,93.53239
2271,95.53768
2273,91.78399
2274,110.31861
2275,92.84792
2277,92.94896
2279,92.99142
2280,80.3967
2282,94.72266
2283,103.221344
2288,91.81003
2289,110.37146
2291,94.06758
2292,115.17538
2297,94.57694
2298,103.484604
2299,94.29443
2300,111.69016
2301,92.365616
2304,94.11792
2305,103.21438
2306,94.72266
2308,93.241135
2309,110.48453
2311,110.762436
2312,103.30211
2316,103.77256
2321,103.451675
2322,110.75418
2325,103.436165
2326,93.800026
2329,115.17538
2330,93.0728
2331,103.39664
2332,111.1542
2333,94.72266
2334,103.24095
2335,111.0337
2337,111.42653
2338,93.912575
2340,111.1542
2342,92.53102
2345,93.83605
2349,96.08253
2351,79.74634
2352,93.74252
2354,110.913765
2355,113.78897
2357,111.782524
2358,94.019356
2360,94.77434
2361,110.913765
2364,93.41808
2366,94.0412
2369,104.07489
2370,94.66971
2371,111.23783
2373,117.81758
2374,93.76486
2376,111.089676
2378,110.910416
2382,95.387856
2383,92.27328
2386,103.422745
2387,95.33311
2389,92.416336
2390,111.61181
2392,93.03293
2398,111.1542
2399,93.77545
2400,93.09901
2401,110.60178
2402,93.46566
2404,93.70909
2407,111.17214
2408,110.62392
2409,110.92243
2412,79.669876
2413,94.804665
2415,93.7841
2420,110.18724
2422,94.15649
2423,103.14861
2426,94.210815
2432,93.32892
2434,93.07952
2435,92.12153
2436,111.26229
2438,111.12755
2440,111.15146
2443,93.91474
2444,92.32899
2447,103.79916
2450,94.72463
2454,93.47511
2455,110.97172
2459,94.72266
2460,110.359566
2463,94.00271
2465,94.00912
2468,79.89736
2469,92.99142
2474,92.69863
2478,92.53383
2480,93.161995
2481,112.526985
2489,94.72266
2490,104.62923
2492,92.547386
2496,94.72266
2497,110.48021
2500,93.64558
2505,94.68536
2507,93.16205
2508,111.44261
2509,93.78567
2510,82.036896
2513,92.135086
2515,94.72266
2518,92.27328
2519,110.27275
2520,92.27328
2521,111.2516
2523,111.21287
2525,93.92784
2529,111.36471
2530,92.80025
2533,111.24601
2535,92.783875
2538,103.27196
2544,110.81597
2553,110.953255
2556,93.0128
2558,91.84296
2559,117.8531
2560,92.996315
2561,111.233894
2562,92.08002
2563,110.901886
2564,93.07952
2565,110.71901
2567,104.27613
2572,94.07433
2575,94.06758
2576,111.19678
2577,91.60516
2578,94.60974
2579,110.60023
2580,92.309364
2582,110.90398
2583,92.59206
2587,93.142784
2589,111.03579
2590,94.59374
2591,111.36471
2594,93.879906
2597,94.72817
2598,103.788185
2599,94.87889
2600,103.114395
2602,109.92425
2603,94.07433
2604,104.03567
2606,111.05028
2607,80.382805
2608,92.92867
2613,111.44261
2614,93.189026
2615,110.8364
2617,111.02898
2620,93.19927
2623,111.64721
2624,94.18828
2627,111.44261
2629,80.382805
2630,92.424614
2632,94.61121
2636,94.30142
2639,93.707985
2640,103.39989
2642,111.36471
2644,103.68698
2646,111.11595
2647,93.74775
2649,94.13475
2650,107.45096
2652,103.68698
2653,101.75998
2655,107.815094
2657,111.1542
2659,110.860504
2662,92.08139
2663,112.87333
2664,94.70055
2665,103.200294
2670,93.87923
2671,103.51976
2672,94.34116
2675,103.68698
2677,110.9063
2679,110.8284
2683,110.78992
2684,93.974045
2685,93.1375
2688,103.484604
2689,94.68466
2690,103.247375
2693,94.044304
2694,111.89991
2697,96.074684
2699,94.04712
2703,93.88994
2705,103.48683
2709,80.43289
2710,93.78432
2711,110.68591
2712,94.14851
2713,94.705986
2714,110.55718
2715,92.85718
2717,92.135086
2718,111.88727
2720,111.49702
2721,94.27648
2726,94.6211
2728,93.27402
2731,103.97092
2732,110.913765
2734,93.55691
2736,103.75526
2737,94.45336
2738,103.1201
2739,111.22394
2746,93.30304
2749,103.1201
2751,115.18514
2752,103.439415
2753,93.299706
2757,104.25742
2758,94.04712
2759,111.04203
2760,94.24355
2762,111.001854
2764,93.90943
2765,110.811005
2769,111.09867
2771,111.66188
2774,93.75457
2776,93.95302
2777,110.988335
2778,92.469536
2779,111.20314
2782,92.32228
2784,93.7737
2787,93.45692
2789,94.437126
2792,94.17338
2798,94.87889
2799,103.8289
2800,94.27648
2801,81.93082
2802,92.34331
2804,93.15101
2807,103.79916
2808,94.77434
2809,117.32727
2811,114.92348
2812,93.725296
2814,92.10905
2816,93.831314
2817,112.11008
2818,110.611374
2820,110.729515
2821,80.371765
2822,94.58817
2823,103.40898
2824,94.24355
2826,93.25407
2829,90.63558
2834,93.45276
2835,79.5722
2838,94.87245
2839,110.913765
2840,92.549164
2841,110.55552
2842,94.72266
2846,111.94758
2848,94.50132
2849,92.78139
2850,110.55718
2851,94.60974
2853,92.90921
2854,111.36471
2858,111.37873
2861,94.07554
2864,92.547386
2865,112.87333
2866,110.958885
2867,92.309364
2868,111.43404
2870,110.796875
2877,93.989876
2878,111.44261
2880,111.35986
2882,79.74121
2883,95.00586
2884,103.39989
2885,92.84113
2887,94.72266
2888,111.62299
2889,94.82721
2890,103.68698
2891,110.762436
2892,115.19254
2893,94.14147
2898,110.78047
2899,93.587906
2900,111.02087
2901,92.72024
2909,94.562386
2910,111.3293
2911,110.25237
2913,111.05028
2914,96.12737
2918,92.93021
2919,111.05495
2920,92.077
2921,111.44261
2922,94.8863
2923,102.91944
2925,111.061554
2926,92.309364
2927,111.14314
2929,111.466965
2933,92.2874
2934,111.0268
2936,111.33684
2941,103.08704
2942,93.79559
2943,110.57354
2945,103.59446
2950,92.6802
2951,111.17474
2953,118.17022
2954,94.089615
2955,103.52238
2956,94.34837
2960,95.59406
2962,94.0849
2963,104.45833
2964,103.71244
2966,79.99799
2967,94.55954
2968,111.28386
2969,92.421074
2971,93.06646
2972,94.6024
2974,94.40793
2975,111.19987
2977,115.21998
2980,111.237625
2981,93.46949
2983,94.588066
2984,104.06113
2985,115.200836
2986,103.57662
2987,94.6024
2989,94.011215
2990,111.06378
2991,93.822815
2992,80.710754
2995,95.90162
2996,102.46623
3002,112.526306
3004,111.046326
3005,115.91123
3006,94.04098
3010,94.11834
3011,103.69825
3014,92.48264
3015,93.90499
3016,94.73577
3017,110.92236
3018,93.10698
3021,103.207
3024,103.813644
3028,93.11811
3030,92.78156
3032,94.100685
3039,94.13017
3040,103.59446
3041,94.09979
3043,93.459076
3044,111.3353
3046,110.62167
3055,92.27939
3056,110.97215
3058,92.32746
3059,108.132225
3061,115.16791
3063,103.59387
3066,95.73451
3067,103.813644
3068,80.23904
3069,94.30194
3072,114.75636
3073,111.18931
3074,94.183525
3077,92.82369
3082,94.11144
3084,95.90162
3085,111.23218
3088,103.71244
3091,92.89591
3092,111.47975
3093,94.1971
3094,103.996376
3096,111.6616
3097,93.12843
3098,79.72473
3102,114.94894
3106,93.25165
3109,93.5275
3111,92.39698
3112,115.91123
3113,94.293205
3115,93.10195
3116,111.26153
3117,93.429085
3121,111.35784
3122,93.96263
3123,93.9576
3124,104.20762
3125,94.73577
3126,103.17407
3127,115.49421
3129,92.80607
3130,111.810356
3132,102.760544
3134,104.616974
3135,95.50945
3137,80.1721
3138,94.21758
3140,94.02039
3144,111.344604
3145,94.896
3146,110.86186
3147,94.151474
3148,103.54256
3149,103.461624
3150,110.996315
3151,94.066605
3152,95.73451
3155,96.97299
3156,110.58264
3159,92.33435
3161,94.545525
3162,103.63353
3163,95.03132
3165,103.14556
3172,93.22473
3173,110.83966
3176,93.802284
3177,103.41829
3179,111.19987
3183,94.55766
3186,93.9576
3187,102.54289
3189,111.05012
3190,93.464905
3192,115.49421
3193,93.22473
3194,111.253075
3197,94.55883
3198,93.89235
3200,93.18574
3201,115.32011
3202,93.89235
3204,94.55889
3205,92.22444
3206,111.22855
3208,103.461624
3210,103.17407
3211,95.64515
3212,115.16791
3213,94.11259
3214,110.15558
3216,103.71244
3219,92.42912
3220,111.33065
3221,94.293205
3226,108.68047
3227,94.834145
3228,110.27887
3229,94.34836
3232,79.77089
3233,94.23071
3234,93.68236
3236,94.726006
3238,111.39017
3239,111.04282
3240,93.47767
3247,110.43864
3249,103.51602
3252,114.29302
3253,94.588066
3254,103.75795
3255,94.02817
3256,112.36659
3257,94.01076
